"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年03月05日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A2101","A210101","A210102","A2102","A2201","A2301"
"調査年 コード","調査年","地域 コード","地域","/項目","A2101_住民基本台帳人口（日本人）【人】","A210101_住民基本台帳人口（日本人）（男）【人】","A210102_住民基本台帳人口（日本人）（女）【人】","A2102_行政区域内人口（住民基本台帳人口＋外国人登録人口）【人】","A2201_住民基本台帳人口（外国人）【人】","A2301_住民基本台帳人口（総数）【人】"
"1984100000","1984年度","07000","福島県","","2,079,353","1,015,433","1,063,920","***","***","***"
"1984100000","1984年度","08000","茨城県","","2,719,217","1,357,953","1,361,264","***","***","***"
"1984100000","1984年度","09000","栃木県","","1,862,111","923,106","939,005","***","***","***"
"1984100000","1984年度","10000","群馬県","","1,915,234","944,421","970,813","***","***","***"
"1984100000","1984年度","11000","埼玉県","","5,771,844","2,913,291","2,858,553","***","***","***"
"1984100000","1984年度","12000","千葉県","","5,092,217","2,560,967","2,531,250","***","***","***"
"1984100000","1984年度","13000","東京都","","11,573,719","5,812,119","5,761,600","***","***","***"
"1984100000","1984年度","14000","神奈川県","","7,323,074","3,745,997","3,577,077","***","***","***"
"1984100000","1984年度","15000","新潟県","","2,475,125","1,206,820","1,268,305","***","***","***"
"1984100000","1984年度","16000","富山県","","1,121,377","542,381","578,996","***","***","***"
"1984100000","1984年度","17000","石川県","","1,145,171","556,304","588,867","***","***","***"
"1984100000","1984年度","18000","福井県","","812,252","394,072","418,180","***","***","***"
"1984100000","1984年度","19000","山梨県","","830,652","407,045","423,607","***","***","***"
"1984100000","1984年度","20000","長野県","","2,126,206","1,032,523","1,093,683","***","***","***"
"1984100000","1984年度","21000","岐阜県","","2,018,382","985,203","1,033,179","***","***","***"
"1984100000","1984年度","22000","静岡県","","3,563,156","1,754,752","1,808,404","***","***","***"
"1984100000","1984年度","23000","愛知県","","6,344,319","3,173,302","3,171,017","***","***","***"
"1984100000","1984年度","24000","三重県","","1,743,466","847,037","896,429","***","***","***"
"1984100000","1984年度","25000","滋賀県","","1,143,922","562,333","581,589","***","***","***"
"1984100000","1984年度","26000","京都府","","2,563,832","1,256,642","1,307,190","***","***","***"
"1984100000","1984年度","27000","大阪府","","8,452,926","4,201,255","4,251,671","***","***","***"
"1984100000","1984年度","28000","兵庫県","","5,229,811","2,565,387","2,664,424","***","***","***"
"1984100000","1984年度","29000","奈良県","","1,291,319","629,396","661,923","***","***","***"
"1984100000","1984年度","30000","和歌山県","","1,097,881","529,054","568,827","***","***","***"
"1984100000","1984年度","31000","鳥取県","","618,143","297,177","320,966","***","***","***"
"1984100000","1984年度","32000","島根県","","793,394","381,667","411,727","***","***","***"
"1984100000","1984年度","33000","岡山県","","1,913,888","928,546","985,342","***","***","***"
"1984100000","1984年度","34000","広島県","","2,799,238","1,366,733","1,432,505","***","***","***"
"1984100000","1984年度","35000","山口県","","1,588,896","760,290","828,606","***","***","***"
"1984100000","1984年度","36000","徳島県","","842,857","406,711","436,146","***","***","***"
"1984100000","1984年度","37000","香川県","","1,021,067","493,257","527,810","***","***","***"
"1984100000","1984年度","38000","愛媛県","","1,538,367","736,068","802,299","***","***","***"
"1984100000","1984年度","39000","高知県","","847,486","404,186","443,300","***","***","***"
"1984100000","1984年度","40000","福岡県","","4,666,815","2,252,513","2,414,302","***","***","***"
"1984100000","1984年度","41000","佐賀県","","882,931","421,445","461,486","***","***","***"
"1984100000","1984年度","42000","長崎県","","1,596,185","765,388","830,797","***","***","***"
"1984100000","1984年度","43000","熊本県","","1,830,187","875,934","954,253","***","***","***"
"1984100000","1984年度","44000","大分県","","1,252,400","597,793","654,607","***","***","***"
"1984100000","1984年度","45000","宮崎県","","1,182,097","566,870","615,227","***","***","***"
"1984100000","1984年度","46000","鹿児島県","","1,818,799","861,989","956,810","***","***","***"
"1984100000","1984年度","47000","沖縄県","","1,184,310","585,974","598,336","***","***","***"
"1983100000","1983年度","01000","北海道","","5,654,060","2,769,677","2,884,383","***","***","***"
"1983100000","1983年度","02000","青森県","","1,553,106","757,692","795,414","***","***","***"
"1983100000","1983年度","03000","岩手県","","1,447,234","706,804","740,430","***","***","***"
"1983100000","1983年度","04000","宮城県","","2,131,644","1,050,504","1,081,140","***","***","***"
"1983100000","1983年度","05000","秋田県","","1,266,443","610,880","655,563","***","***","***"
"1983100000","1983年度","06000","山形県","","1,259,821","611,038","648,783","***","***","***"
"1983100000","1983年度","07000","福島県","","2,070,807","1,011,079","1,059,728","***","***","***"
"1983100000","1983年度","08000","茨城県","","2,693,281","1,345,066","1,348,215","***","***","***"
"1983100000","1983年度","09000","栃木県","","1,848,332","915,993","932,339","***","***","***"
"1983100000","1983年度","10000","群馬県","","1,902,906","938,069","964,837","***","***","***"
"1983100000","1983年度","11000","埼玉県","","5,697,850","2,877,000","2,820,850","***","***","***"
"1983100000","1983年度","12000","千葉県","","5,025,015","2,527,847","2,497,168","***","***","***"
"1983100000","1983年度","13000","東京都","","11,503,544","5,777,483","5,726,061","***","***","***"
"1983100000","1983年度","14000","神奈川県","","7,229,349","3,696,675","3,532,674","***","***","***"
"1983100000","1983年度","15000","新潟県","","2,471,187","1,206,247","1,264,940","***","***","***"
"1983100000","1983年度","16000","富山県","","1,118,390","541,266","577,124","***","***","***"
"1983100000","1983年度","17000","石川県","","1,140,564","554,521","586,043","***","***","***"
"1983100000","1983年度","18000","福井県","","808,824","392,432","416,392","***","***","***"
"1983100000","1983年度","19000","山梨県","","825,613","404,311","421,302","***","***","***"
"1983100000","1983年度","20000","長野県","","2,116,352","1,027,066","1,089,286","***","***","***"
"1983100000","1983年度","21000","岐阜県","","2,007,539","980,142","1,027,397","***","***","***"
"1983100000","1983年度","22000","静岡県","","3,540,386","1,744,006","1,796,380","***","***","***"
"1983100000","1983年度","23000","愛知県","","6,308,083","3,155,696","3,152,387","***","***","***"
"1983100000","1983年度","24000","三重県","","1,734,872","843,593","891,279","***","***","***"
"1983100000","1983年度","25000","滋賀県","","1,130,557","555,609","574,948","***","***","***"
"1983100000","1983年度","26000","京都府","","2,553,220","1,251,573","1,301,647","***","***","***"
"1983100000","1983年度","27000","大阪府","","8,416,981","4,184,957","4,232,024","***","***","***"
"1983100000","1983年度","28000","兵庫県","","5,204,366","2,555,169","2,649,197","***","***","***"
"1983100000","1983年度","29000","奈良県","","1,275,621","622,066","653,555","***","***","***"
"1983100000","1983年度","30000","和歌山県","","1,099,076","530,305","568,771","***","***","***"
"1983100000","1983年度","31000","鳥取県","","615,898","296,217","319,681","***","***","***"
"1983100000","1983年度","32000","島根県","","792,103","381,118","410,985","***","***","***"
"1983100000","1983年度","33000","岡山県","","1,908,172","926,659","981,513","***","***","***"
"1983100000","1983年度","34000","広島県","","2,787,510","1,361,729","1,425,781","***","***","***"
"1983100000","1983年度","35000","山口県","","1,589,858","761,697","828,161","***","***","***"
"1983100000","1983年度","36000","徳島県","","840,833","406,194","434,639","***","***","***"
"1983100000","1983年度","37000","香川県","","1,017,336","491,350","525,986","***","***","***"
"1983100000","1983年度","38000","愛媛県","","1,535,656","735,514","800,142","***","***","***"
"1983100000","1983年度","39000","高知県","","847,250","404,658","442,592","***","***","***"
"1983100000","1983年度","40000","福岡県","","4,639,557","2,241,918","2,397,639","***","***","***"
"1983100000","1983年度","41000","佐賀県","","883,384","422,098","461,286","***","***","***"
"1983100000","1983年度","42000","長崎県","","1,597,991","766,963","831,028","***","***","***"
"1983100000","1983年度","43000","熊本県","","1,821,375","872,532","948,843","***","***","***"
"1983100000","1983年度","44000","大分県","","1,249,760","597,361","652,399","***","***","***"
"1983100000","1983年度","45000","宮崎県","","1,174,748","563,649","611,099","***","***","***"
"1983100000","1983年度","46000","鹿児島県","","1,812,529","859,451","953,078","***","***","***"
"1983100000","1983年度","47000","沖縄県","","1,167,485","577,543","589,942","***","***","***"
"1982100000","1982年度","01000","北海道","","5,639,973","2,766,280","2,873,693","***","***","***"
"1982100000","1982年度","02000","青森県","","1,555,119","760,041","795,078","***","***","***"
"1982100000","1982年度","03000","岩手県","","1,447,838","708,017","739,821","***","***","***"
"1982100000","1982年度","04000","宮城県","","2,116,037","1,043,472","1,072,565","***","***","***"
"1982100000","1982年度","05000","秋田県","","1,269,121","612,734","656,387","***","***","***"
"1982100000","1982年度","06000","山形県","","1,260,750","612,372","648,378","***","***","***"
"1982100000","1982年度","07000","福島県","","2,063,953","1,008,099","1,055,854","***","***","***"
"1982100000","1982年度","08000","茨城県","","2,665,686","1,331,218","1,334,468","***","***","***"
"1982100000","1982年度","09000","栃木県","","1,835,376","909,492","925,884","***","***","***"
"1982100000","1982年度","10000","群馬県","","1,890,801","932,222","958,579","***","***","***"
"1982100000","1982年度","11000","埼玉県","","5,616,245","2,836,237","2,780,008","***","***","***"
"1982100000","1982年度","12000","千葉県","","4,951,439","2,490,766","2,460,673","***","***","***"
"1982100000","1982年度","13000","東京都","","11,438,368","5,741,757","5,696,611","***","***","***"
"1982100000","1982年度","14000","神奈川県","","7,131,242","3,646,605","3,484,637","***","***","***"
"1982100000","1982年度","15000","新潟県","","2,467,141","1,205,005","1,262,136","***","***","***"
"1982100000","1982年度","16000","富山県","","1,115,590","539,997","575,593","***","***","***"
"1982100000","1982年度","17000","石川県","","1,135,520","552,404","583,116","***","***","***"
"1982100000","1982年度","18000","福井県","","805,221","390,744","414,477","***","***","***"
"1982100000","1982年度","19000","山梨県","","821,247","402,033","419,214","***","***","***"
"1982100000","1982年度","20000","長野県","","2,107,993","1,023,235","1,084,758","***","***","***"
"1982100000","1982年度","21000","岐阜県","","1,995,821","974,718","1,021,103","***","***","***"
"1982100000","1982年度","22000","静岡県","","3,520,532","1,735,657","1,784,875","***","***","***"
"1982100000","1982年度","23000","愛知県","","6,263,774","3,134,300","3,129,474","***","***","***"
"1982100000","1982年度","24000","三重県","","1,726,011","840,032","885,979","***","***","***"
"1982100000","1982年度","25000","滋賀県","","1,117,434","549,004","568,430","***","***","***"
"1982100000","1982年度","26000","京都府","","2,540,202","1,245,564","1,294,638","***","***","***"
"1982100000","1982年度","27000","大阪府","","8,370,545","4,163,887","4,206,658","***","***","***"
"1982100000","1982年度","28000","兵庫県","","5,179,266","2,545,152","2,634,114","***","***","***"
"1982100000","1982年度","29000","奈良県","","1,258,342","613,931","644,411","***","***","***"
"1982100000","1982年度","30000","和歌山県","","1,100,527","531,798","568,729","***","***","***"
"1982100000","1982年度","31000","鳥取県","","613,924","295,023","318,901","***","***","***"
"1982100000","1982年度","32000","島根県","","792,287","381,683","410,604","***","***","***"
"1982100000","1982年度","33000","岡山県","","1,902,290","924,628","977,662","***","***","***"
"1982100000","1982年度","34000","広島県","","2,775,778","1,357,129","1,418,649","***","***","***"
"1982100000","1982年度","35000","山口県","","1,590,389","763,310","827,079","***","***","***"
"1982100000","1982年度","36000","徳島県","","839,663","406,126","433,537","***","***","***"
"1982100000","1982年度","37000","香川県","","1,013,870","489,883","523,987","***","***","***"
"1982100000","1982年度","38000","愛媛県","","1,533,702","735,101","798,601","***","***","***"
"1982100000","1982年度","39000","高知県","","846,969","404,792","442,177","***","***","***"
"1982100000","1982年度","40000","福岡県","","4,607,298","2,226,947","2,380,351","***","***","***"
"1982100000","1982年度","41000","佐賀県","","881,347","421,459","459,888","***","***","***"
"1982100000","1982年度","42000","長崎県","","1,598,527","767,574","830,953","***","***","***"
"1982100000","1982年度","43000","熊本県","","1,814,838","869,793","945,045","***","***","***"
"1982100000","1982年度","44000","大分県","","1,246,760","596,217","650,543","***","***","***"
"1982100000","1982年度","45000","宮崎県","","1,173,131","563,734","609,397","***","***","***"
"1982100000","1982年度","46000","鹿児島県","","1,809,771","858,392","951,379","***","***","***"
"1982100000","1982年度","47000","沖縄県","","1,153,876","570,655","583,221","***","***","***"
"1981100000","1981年度","01000","北海道","","5,609,996","2,753,286","2,856,710","***","***","***"
"1981100000","1981年度","02000","青森県","","1,552,940","759,452","793,488","***","***","***"
"1981100000","1981年度","03000","岩手県","","1,445,071","706,968","738,103","***","***","***"
"1981100000","1981年度","04000","宮城県","","2,096,209","1,033,759","1,062,450","***","***","***"
"1981100000","1981年度","05000","秋田県","","1,273,184","616,414","656,770","***","***","***"
"1981100000","1981年度","06000","山形県","","1,259,892","611,984","647,908","***","***","***"
"1981100000","1981年度","07000","福島県","","2,053,559","1,003,176","1,050,383","***","***","***"
"1981100000","1981年度","08000","茨城県","","2,630,412","1,313,056","1,317,356","***","***","***"
"1981100000","1981年度","09000","栃木県","","1,822,071","902,999","919,072","***","***","***"
"1981100000","1981年度","10000","群馬県","","1,878,657","926,022","952,635","***","***","***"
"1981100000","1981年度","11000","埼玉県","","5,528,710","2,792,329","2,736,381","***","***","***"
"1981100000","1981年度","12000","千葉県","","4,866,194","2,448,815","2,417,379","***","***","***"
"1981100000","1981年度","13000","東京都","","11,384,152","5,710,058","5,674,094","***","***","***"
"1981100000","1981年度","14000","神奈川県","","7,026,557","3,590,073","3,436,484","***","***","***"
"1981100000","1981年度","15000","新潟県","","2,462,673","1,203,019","1,259,654","***","***","***"
"1981100000","1981年度","16000","富山県","","1,112,588","538,802","573,786","***","***","***"
"1981100000","1981年度","17000","石川県","","1,128,620","549,106","579,514","***","***","***"
"1981100000","1981年度","18000","福井県","","800,969","388,507","412,462","***","***","***"
"1981100000","1981年度","19000","山梨県","","816,138","399,176","416,962","***","***","***"
"1981100000","1981年度","20000","長野県","","2,100,307","1,019,362","1,080,945","***","***","***"
"1981100000","1981年度","21000","岐阜県","","1,981,779","968,138","1,013,641","***","***","***"
"1981100000","1981年度","22000","静岡県","","3,497,224","1,724,859","1,772,365","***","***","***"
"1981100000","1981年度","23000","愛知県","","6,221,150","3,113,525","3,107,625","***","***","***"
"1981100000","1981年度","24000","三重県","","1,713,950","834,435","879,515","***","***","***"
"1981100000","1981年度","25000","滋賀県","","1,102,113","541,455","560,658","***","***","***"
"1981100000","1981年度","26000","京都府","","2,525,502","1,238,374","1,287,128","***","***","***"
"1981100000","1981年度","27000","大阪府","","8,325,624","4,143,217","4,182,407","***","***","***"
"1981100000","1981年度","28000","兵庫県","","5,148,834","2,531,309","2,617,525","***","***","***"
"1981100000","1981年度","29000","奈良県","","1,237,470","603,830","633,640","***","***","***"
"1981100000","1981年度","30000","和歌山県","","1,100,120","532,040","568,080","***","***","***"
"1981100000","1981年度","31000","鳥取県","","611,878","294,021","317,857","***","***","***"
"1981100000","1981年度","32000","島根県","","791,838","381,619","410,219","***","***","***"
"1981100000","1981年度","33000","岡山県","","1,894,702","921,402","973,300","***","***","***"
"1981100000","1981年度","34000","広島県","","2,761,371","1,350,377","1,410,994","***","***","***"
"1981100000","1981年度","35000","山口県","","1,586,015","761,568","824,447","***","***","***"
"1981100000","1981年度","36000","徳島県","","838,722","406,070","432,652","***","***","***"
"1981100000","1981年度","37000","香川県","","1,009,348","487,847","521,501","***","***","***"
"1981100000","1981年度","38000","愛媛県","","1,529,776","733,466","796,310","***","***","***"
"1981100000","1981年度","39000","高知県","","845,136","404,270","440,866","***","***","***"
"1981100000","1981年度","40000","福岡県","","4,568,095","2,208,415","2,359,680","***","***","***"
"1981100000","1981年度","41000","佐賀県","","878,414","420,029","458,385","***","***","***"
"1981100000","1981年度","42000","長崎県","","1,597,294","767,502","829,792","***","***","***"
"1981100000","1981年度","43000","熊本県","","1,806,264","865,717","940,547","***","***","***"
"1981100000","1981年度","44000","大分県","","1,242,855","594,503","648,352","***","***","***"
"1981100000","1981年度","45000","宮崎県","","1,167,591","561,605","605,986","***","***","***"
"1981100000","1981年度","46000","鹿児島県","","1,804,244","856,017","948,227","***","***","***"
"1981100000","1981年度","47000","沖縄県","","1,140,563","564,009","576,554","***","***","***"
"1980100000","1980年度","01000","北海道","","5,589,342","2,746,528","2,842,814","5,598,216","***","***"
"1980100000","1980年度","02000","青森県","","1,551,648","759,640","792,008","1,553,982","***","***"
"1980100000","1980年度","03000","岩手県","","1,442,471","706,445","736,026","1,444,344","***","***"
"1980100000","1980年度","04000","宮城県","","2,075,136","1,023,717","1,051,419","2,079,762","***","***"
"1980100000","1980年度","05000","秋田県","","1,274,239","617,491","656,748","1,275,581","***","***"
"1980100000","1980年度","06000","山形県","","1,257,953","611,160","646,793","1,258,950","***","***"
"1980100000","1980年度","07000","福島県","","2,044,125","998,812","1,045,313","2,046,921","***","***"
"1980100000","1980年度","08000","茨城県","","2,593,549","1,294,313","1,299,236","2,598,651","***","***"
"1980100000","1980年度","09000","栃木県","","1,808,705","896,019","912,686","1,811,554","***","***"
"1980100000","1980年度","10000","群馬県","","1,864,732","918,906","945,826","1,868,531","***","***"
"1980100000","1980年度","11000","埼玉県","","5,429,395","2,742,570","2,686,825","5,443,082","***","***"
"1980100000","1980年度","12000","千葉県","","4,772,792","2,402,803","2,369,989","4,787,078","***","***"
"1980100000","1980年度","13000","東京都","","11,360,112","5,697,828","5,662,284","11,474,618","***","***"
"1980100000","1980年度","14000","神奈川県","","6,927,153","3,537,132","3,390,021","6,968,817","***","***"
"1980100000","1980年度","15000","新潟県","","2,457,299","1,200,820","1,256,479","2,460,520","***","***"
"1980100000","1980年度","16000","富山県","","1,109,160","537,264","571,896","1,111,285","***","***"
"1980100000","1980年度","17000","石川県","","1,121,138","545,488","575,650","1,124,846","***","***"
"1980100000","1980年度","18000","福井県","","797,856","387,089","410,767","803,170","***","***"
"1980100000","1980年度","19000","山梨県","","812,765","397,632","415,133","814,681","***","***"
"1980100000","1980年度","20000","長野県","","2,091,637","1,015,277","1,076,360","2,097,413","***","***"
"1980100000","1980年度","21000","岐阜県","","1,968,219","962,540","1,005,679","1,979,594","***","***"
"1980100000","1980年度","22000","静岡県","","3,475,450","1,715,403","1,760,047","3,485,040","***","***"
"1980100000","1980年度","23000","愛知県","","6,199,925","3,104,103","3,095,822","6,259,593","***","***"
"1980100000","1980年度","24000","三重県","","1,701,865","828,665","873,200","1,710,764","***","***"
"1980100000","1980年度","25000","滋賀県","","1,086,888","533,906","552,982","1,094,881","***","***"
"1980100000","1980年度","26000","京都府","","2,510,446","1,231,134","1,279,312","2,559,933","***","***"
"1980100000","1980年度","27000","大阪府","","8,297,830","4,132,196","4,165,634","8,494,254","***","***"
"1980100000","1980年度","28000","兵庫県","","5,121,135","2,519,581","2,601,554","5,205,953","***","***"
"1980100000","1980年度","29000","奈良県","","1,216,911","594,082","622,829","1,223,850","***","***"
"1980100000","1980年度","30000","和歌山県","","1,099,506","532,375","567,131","1,105,335","***","***"
"1980100000","1980年度","31000","鳥取県","","609,031","292,791","316,240","610,967","***","***"
"1980100000","1980年度","32000","島根県","","790,284","380,946","409,338","791,979","***","***"
"1980100000","1980年度","33000","岡山県","","1,889,370","919,363","970,007","1,898,842","***","***"
"1980100000","1980年度","34000","広島県","","2,742,160","1,341,558","1,400,602","2,760,901","***","***"
"1980100000","1980年度","35000","山口県","","1,582,656","760,167","822,489","1,598,345","***","***"
"1980100000","1980年度","36000","徳島県","","837,358","405,674","431,684","838,022","***","***"
"1980100000","1980年度","37000","香川県","","1,005,764","485,958","519,806","1,007,237","***","***"
"1980100000","1980年度","38000","愛媛県","","1,528,494","733,413","795,081","1,530,918","***","***"
"1980100000","1980年度","39000","高知県","","843,771","403,779","439,992","845,003","***","***"
"1980100000","1980年度","40000","福岡県","","4,526,120","2,189,323","2,336,797","4,555,643","***","***"
"1980100000","1980年度","41000","佐賀県","","875,760","418,861","456,899","877,376","***","***"
"1980100000","1980年度","42000","長崎県","","1,596,420","767,439","828,981","1,600,162","***","***"
"1980100000","1980年度","43000","熊本県","","1,796,083","861,075","935,008","1,798,540","***","***"
"1980100000","1980年度","44000","大分県","","1,238,167","592,172","645,995","1,241,862","***","***"
"1980100000","1980年度","45000","宮崎県","","1,160,266","558,489","601,777","1,161,649","***","***"
"1980100000","1980年度","46000","鹿児島県","","1,799,209","854,086","945,123","1,800,633","***","***"
"1980100000","1980年度","47000","沖縄県","","1,128,707","557,902","570,805","1,133,203","***","***"
"1979100000","1979年度","01000","北海道","","5,556,960","2,732,333","2,824,627","***","***","***"
"1979100000","1979年度","02000","青森県","","1,548,050","758,596","789,454","***","***","***"
"1979100000","1979年度","03000","岩手県","","1,438,122","704,640","733,482","***","***","***"
"1979100000","1979年度","04000","宮城県","","2,055,290","1,013,677","1,041,613","***","***","***"
"1979100000","1979年度","05000","秋田県","","1,273,664","617,562","656,102","***","***","***"
"1979100000","1979年度","06000","山形県","","1,254,784","610,079","644,705","***","***","***"
"1979100000","1979年度","07000","福島県","","2,035,366","993,986","1,041,380","***","***","***"
"1979100000","1979年度","08000","茨城県","","2,553,628","1,274,253","1,279,375","***","***","***"
"1979100000","1979年度","09000","栃木県","","1,793,063","887,452","905,611","***","***","***"
"1979100000","1979年度","10000","群馬県","","1,850,645","911,533","939,112","***","***","***"
"1979100000","1979年度","11000","埼玉県","","5,328,412","2,691,388","2,637,024","***","***","***"
"1979100000","1979年度","12000","千葉県","","4,672,147","2,353,229","2,318,918","***","***","***"
"1979100000","1979年度","13000","東京都","","11,357,337","5,697,669","5,659,668","***","***","***"
"1979100000","1979年度","14000","神奈川県","","6,829,812","3,485,587","3,344,225","***","***","***"
"1979100000","1979年度","15000","新潟県","","2,449,162","1,196,802","1,252,360","***","***","***"
"1979100000","1979年度","16000","富山県","","1,106,034","535,914","570,120","***","***","***"
"1979100000","1979年度","17000","石川県","","1,114,516","542,514","572,002","***","***","***"
"1979100000","1979年度","18000","福井県","","794,666","385,469","409,197","***","***","***"
"1979100000","1979年度","19000","山梨県","","808,959","395,844","413,115","***","***","***"
"1979100000","1979年度","20000","長野県","","2,083,231","1,010,763","1,072,468","***","***","***"
"1979100000","1979年度","21000","岐阜県","","1,952,347","955,093","997,254","***","***","***"
"1979100000","1979年度","22000","静岡県","","3,454,378","1,705,253","1,749,125","***","***","***"
"1979100000","1979年度","23000","愛知県","","6,168,171","3,089,336","3,078,835","***","***","***"
"1979100000","1979年度","24000","三重県","","1,685,928","820,615","865,313","***","***","***"
"1979100000","1979年度","25000","滋賀県","","1,069,484","525,231","544,253","***","***","***"
"1979100000","1979年度","26000","京都府","","2,497,267","1,225,322","1,271,945","***","***","***"
"1979100000","1979年度","27000","大阪府","","8,267,301","4,120,494","4,146,807","***","***","***"
"1979100000","1979年度","28000","兵庫県","","5,095,316","2,509,276","2,586,040","***","***","***"
"1979100000","1979年度","29000","奈良県","","1,191,395","581,739","609,656","***","***","***"
"1979100000","1979年度","30000","和歌山県","","1,097,896","532,248","565,648","***","***","***"
"1979100000","1979年度","31000","鳥取県","","605,622","291,228","314,394","***","***","***"
"1979100000","1979年度","32000","島根県","","788,932","380,452","408,480","***","***","***"
"1979100000","1979年度","33000","岡山県","","1,883,739","917,295","966,444","***","***","***"
"1979100000","1979年度","34000","広島県","","2,720,730","1,330,793","1,389,937","***","***","***"
"1979100000","1979年度","35000","山口県","","1,579,080","759,026","820,054","***","***","***"
"1979100000","1979年度","36000","徳島県","","836,235","405,455","430,780","***","***","***"
"1979100000","1979年度","37000","香川県","","999,852","482,711","517,141","***","***","***"
"1979100000","1979年度","38000","愛媛県","","1,520,871","729,849","791,022","***","***","***"
"1979100000","1979年度","39000","高知県","","841,269","402,672","438,597","***","***","***"
"1979100000","1979年度","40000","福岡県","","4,485,348","2,171,242","2,314,106","***","***","***"
"1979100000","1979年度","41000","佐賀県","","871,497","416,626","454,871","***","***","***"
"1979100000","1979年度","42000","長崎県","","1,594,734","766,947","827,787","***","***","***"
"1979100000","1979年度","43000","熊本県","","1,786,692","856,262","930,430","***","***","***"
"1979100000","1979年度","44000","大分県","","1,234,155","590,190","643,965","***","***","***"
"1979100000","1979年度","45000","宮崎県","","1,151,766","554,684","597,082","***","***","***"
"1979100000","1979年度","46000","鹿児島県","","1,792,267","851,144","941,123","***","***","***"
"1979100000","1979年度","47000","沖縄県","","1,118,778","553,031","565,747","***","***","***"
"1978100000","1978年度","01000","北海道","","5,517,325","2,713,424","2,803,901","***","***","***"
"1978100000","1978年度","02000","青森県","","1,542,141","755,956","786,185","***","***","***"
"1978100000","1978年度","03000","岩手県","","1,433,751","702,504","731,247","***","***","***"
"1978100000","1978年度","04000","宮城県","","2,031,551","1,002,428","1,029,123","***","***","***"
"1978100000","1978年度","05000","秋田県","","1,271,236","616,565","654,671","***","***","***"
"1978100000","1978年度","06000","山形県","","1,251,414","608,153","643,261","***","***","***"
"1978100000","1978年度","07000","福島県","","2,024,713","988,674","1,036,039","***","***","***"
"1978100000","1978年度","08000","茨城県","","2,505,353","1,249,730","1,255,623","***","***","***"
"1978100000","1978年度","09000","栃木県","","1,774,616","878,043","896,573","***","***","***"
"1978100000","1978年度","10000","群馬県","","1,835,002","903,307","931,695","***","***","***"
"1978100000","1978年度","11000","埼玉県","","5,219,038","2,635,672","2,583,366","***","***","***"
"1978100000","1978年度","12000","千葉県","","4,554,034","2,293,848","2,260,186","***","***","***"
"1978100000","1978年度","13000","東京都","","11,366,077","5,706,012","5,660,065","***","***","***"
"1978100000","1978年度","14000","神奈川県","","6,724,865","3,432,486","3,292,379","***","***","***"
"1978100000","1978年度","15000","新潟県","","2,438,451","1,191,286","1,247,165","***","***","***"
"1978100000","1978年度","16000","富山県","","1,098,796","532,528","566,268","***","***","***"
"1978100000","1978年度","17000","石川県","","1,105,529","538,008","567,521","***","***","***"
"1978100000","1978年度","18000","福井県","","791,261","383,992","407,269","***","***","***"
"1978100000","1978年度","19000","山梨県","","805,561","394,080","411,481","***","***","***"
"1978100000","1978年度","20000","長野県","","2,072,903","1,005,610","1,067,293","***","***","***"
"1978100000","1978年度","21000","岐阜県","","1,937,010","947,796","989,214","***","***","***"
"1978100000","1978年度","22000","静岡県","","3,428,444","1,692,902","1,735,542","***","***","***"
"1978100000","1978年度","23000","愛知県","","6,115,311","3,063,575","3,051,736","***","***","***"
"1978100000","1978年度","24000","三重県","","1,674,467","815,143","859,324","***","***","***"
"1978100000","1978年度","25000","滋賀県","","1,050,630","515,878","534,752","***","***","***"
"1978100000","1978年度","26000","京都府","","2,483,960","1,219,295","1,264,665","***","***","***"
"1978100000","1978年度","27000","大阪府","","8,239,939","4,113,225","4,126,714","***","***","***"
"1978100000","1978年度","28000","兵庫県","","5,066,356","2,498,074","2,568,282","***","***","***"
"1978100000","1978年度","29000","奈良県","","1,162,344","567,820","594,524","***","***","***"
"1978100000","1978年度","30000","和歌山県","","1,097,304","532,284","565,020","***","***","***"
"1978100000","1978年度","31000","鳥取県","","602,229","289,349","312,880","***","***","***"
"1978100000","1978年度","32000","島根県","","786,044","378,662","407,382","***","***","***"
"1978100000","1978年度","33000","岡山県","","1,877,712","914,329","963,383","***","***","***"
"1978100000","1978年度","34000","広島県","","2,705,513","1,324,125","1,381,388","***","***","***"
"1978100000","1978年度","35000","山口県","","1,576,026","758,166","817,860","***","***","***"
"1978100000","1978年度","36000","徳島県","","833,119","404,000","429,119","***","***","***"
"1978100000","1978年度","37000","香川県","","994,717","480,011","514,706","***","***","***"
"1978100000","1978年度","38000","愛媛県","","1,516,357","728,006","788,351","***","***","***"
"1978100000","1978年度","39000","高知県","","839,035","401,600","437,435","***","***","***"
"1978100000","1978年度","40000","福岡県","","4,442,339","2,150,894","2,291,445","***","***","***"
"1978100000","1978年度","41000","佐賀県","","866,645","414,084","452,561","***","***","***"
"1978100000","1978年度","42000","長崎県","","1,593,171","767,232","825,939","***","***","***"
"1978100000","1978年度","43000","熊本県","","1,773,801","849,444","924,357","***","***","***"
"1978100000","1978年度","44000","大分県","","1,228,013","586,926","641,087","***","***","***"
"1978100000","1978年度","45000","宮崎県","","1,140,586","549,085","591,501","***","***","***"
